feature,importance
consistency_cv,0.24257065
team_points,0.1979961
min,0.09660079
crosses_p90,0.09257197
age_used,0.077301174
age_sq,0.062526114
assists_p90,0.050632168
tackles_p90,0.04361142
epl_experience,0.042410806
nationality_freq,0.039222408
goals_p90,0.03359944
log_mv_lag,0.020956974
